seconds,level,variables,used,original,conflicts,learned,limit,agility,MB
0.0,13.4,590,99.1,142,423,351,1210,14.2,2.8
0.0,0.0,0,100.0,0,7,0,0,0.0,2.8
0.0,0.0,0,100.0,0,56,0,0,0.0,2.8
0.0,0.0,0,100.0,0,4,0,0,0.0,2.8
0.0,21.7,755,99.4,158,1295,1282,1771,13.4,3.1
0.0,0.0,0,100.0,0,29,0,0,0.0,2.8
0.0,10.8,429,99.4,134,233,173,1100,14.3,2.8
0.0,0.0,0,100.0,0,7,0,0,0.0,2.8
0.0,20.2,581,99.0,141,234,193,1100,14.5,2.8
0.0,0.0,0,100.0,0,73,0,0,0.0,2.8
0.0,0.0,0,100.0,0,39,0,0,0.0,2.8
0.1,18.1,701,99.5,152,1993,1922,2142,13.1,3.1
0.0,21.8,764,98.1,157,1041,1031,1771,11.6,3.0
0.0,17.2,699,96.6,155,181,143,1100,9.9,2.8
0.0,13.0,528,97.8,134,187,140,1100,11.3,2.8
0.0,13.8,568,99.6,138,693,669,1464,14.8,2.9
0.0,0.0,0,100.0,0,15,0,0,0.0,2.8
0.0,15.2,641,99.3,149,1019,983,1610,12.7,3.0
0.1,25.5,769,100.0,157,2682,1450,2356,12.1,3.0
0.0,12.6,279,98.8,145,780,703,1610,14.9,2.9
0.0,0.0,0,100.0,0,78,0,0,0.0,2.8
0.0,22.0,661,99.6,150,1227,1184,1771,13.7,3.0
0.0,21.8,764,98.1,157,1041,1031,1771,11.6,3.0
0.0,20.1,745,99.7,157,1109,1078,1771,11.7,3.0
0.0,0.0,0,100.0,0,8,0,0,0.0,2.8
0.1,18.1,701,99.5,152,1993,1922,2142,13.1,3.1
0.0,7.8,667,91.6,151,63,45,1000,4.4,2.8
0.0,16.6,733,99.0,155,693,684,1464,11.9,2.9
0.0,9.3,389,98.6,110,155,97,1100,11.6,2.8
0.0,20.2,581,99.0,141,234,193,1100,14.5,2.8
0.0,20.0,678,98.9,152,815,796,1610,11.8,2.9
0.1,25.5,769,100.0,157,2682,1450,2356,12.1,3.0
0.0,0.0,0,100.0,0,78,0,0,0.0,2.8
0.0,20.2,581,99.0,141,234,193,1100,14.5,2.8
0.0,20.1,687,99.5,150,859,831,1610,13.0,2.9
0.0,14.7,682,96.1,153,193,186,1100,10.4,2.8
0.0,0.0,0,100.0,0,15,0,0,0.0,2.8
0.0,0.0,0,100.0,0,58,0,0,0.0,2.8
0.0,16.6,733,99.0,155,693,684,1464,11.9,2.9
0.0,14.7,600,99.9,151,861,834,1610,13.7,3.0
0.0,10.3,584,98.6,144,224,173,1100,11.8,2.8
0.0,10.4,555,98.4,142,249,198,1100,12.4,2.8
0.0,7.5,499,96.0,131,92,58,1000,6.5,2.8
0.0,16.2,685,98.0,151,403,380,1331,12.4,2.8
0.0,17.3,649,96.7,149,291,274,1210,12.6,2.8
0.0,13.4,687,97.9,150,305,288,1210,12.3,2.8
0.1,25.5,769,100.0,157,2682,1450,2356,12.1,3.0
0.0,22.0,661,99.6,150,1227,1184,1771,13.7,3.0
0.0,0.0,0,100.0,0,77,0,0,0.0,2.8
0.0,14.9,714,97.7,154,464,438,1331,12.7,2.8
0.0,20.1,687,99.5,150,859,831,1610,13.0,2.9
0.0,19.2,748,99.5,154,1370,1329,1948,12.7,3.0
0.0,19.6,685,96.8,150,813,783,1610,12.1,2.9
0.0,21.0,635,98.8,148,658,651,1464,13.5,2.9
0.0,16.2,657,99.1,151,494,444,1331,11.4,2.9
0.1,18.1,701,99.5,152,1993,1922,2142,13.1,3.1
0.0,9.5,597,94.3,145,131,117,1100,9.0,2.8
0.0,10.8,429,99.4,134,233,173,1100,14.3,2.8
0.0,14.9,425,99.8,150,743,706,1464,13.6,2.9
0.0,0.0,0,100.0,0,28,0,0,0.0,2.8
0.0,0.0,0,100.0,0,15,0,0,0.0,2.8
0.0,10.4,555,98.4,142,249,198,1100,12.4,2.8
0.0,11.3,446,95.9,154,271,255,1210,10.6,2.8
0.0,0.0,0,100.0,0,21,0,0,0.0,2.8
0.0,0.0,0,100.0,0,29,0,0,0.0,2.8
0.0,7.5,499,96.0,131,92,58,1000,6.5,2.8
0.1,19.9,714,99.2,151,2161,2122,2356,11.5,3.2
0.0,13.4,590,99.1,142,423,351,1210,14.2,2.8
0.0,16.0,624,99.5,146,521,469,1331,14.5,2.9
0.0,11.3,446,95.9,154,271,255,1210,10.6,2.8
0.0,11.3,446,95.9,154,271,255,1210,10.6,2.8
0.0,20.1,745,99.7,157,1109,1078,1771,11.7,3.0
0.0,15.3,543,99.6,146,1687,1426,1948,14.8,3.0
0.0,0.0,0,100.0,0,15,0,0,0.0,2.8
0.0,13.0,528,97.8,134,187,140,1100,11.3,2.8
0.0,20.1,745,99.7,157,1109,1078,1771,11.7,3.0
0.0,0.0,0,100.0,0,15,0,0,0.0,2.8
0.0,16.3,667,99.1,149,719,702,1464,13.1,2.9
0.0,20.1,745,99.7,157,1109,1078,1771,11.7,3.0
0.1,19.2,748,99.5,154,1370,1329,1948,12.7,3.0
0.0,13.0,528,97.8,134,187,140,1100,11.3,2.8
0.0,12.7,583,99.3,147,507,474,1331,13.3,2.8
0.0,11.3,446,95.9,154,271,255,1210,10.6,2.8
0.0,0.0,0,100.0,0,22,0,0,0.0,2.8
0.0,14.9,425,99.8,150,743,706,1464,13.6,2.9
0.0,11.3,446,95.9,154,271,255,1210,10.6,2.8
0.0,13.0,528,97.8,134,187,140,1100,11.3,2.8
0.0,0.0,0,100.0,0,8,0,0,0.0,2.8
0.0,0.0,0,100.0,0,58,0,0,0.0,2.8
0.0,9.5,597,94.3,145,131,117,1100,9.0,2.8
0.0,9.5,468,98.6,133,619,562,1464,14.2,2.8
0.0,0.0,0,100.0,0,8,0,0,0.0,2.8
0.0,10.5,534,99.4,132,339,309,1210,14.8,2.8
0.0,9.6,614,98.4,143,337,300,1210,13.2,2.8
0.0,10.4,555,98.4,142,249,198,1100,12.4,2.8
0.0,9.5,597,94.3,145,131,117,1100,9.0,2.8
0.0,17.2,699,96.6,155,181,143,1100,9.9,2.8
0.0,13.8,568,99.6,138,693,669,1464,14.8,2.9
0.0,0.0,0,100.0,0,73,0,0,0.0,2.8
0.0,0.0,0,100.0,0,15,0,0,0.0,2.8
0.0,12.0,655,96.9,150,338,293,1210,11.9,2.8
0.0,21.8,764,98.1,157,1041,1031,1771,11.6,3.0
0.0,0.0,0,100.0,0,50,0,0,0.0,2.8
0.0,0.0,0,100.0,0,89,0,0,0.0,2.8
0.0,0.0,0,100.0,0,4,0,0,0.0,2.8
0.0,19.4,672,99.5,151,1490,1441,1948,12.0,3.0
0.0,21.6,78,100.0,151,387,332,1210,13.8,2.9
0.0,9.3,389,98.6,110,155,97,1100,11.6,2.8
0.0,13.8,511,99.0,145,231,201,1210,12.4,2.8
0.0,0.0,0,100.0,0,29,0,0,0.0,2.8
0.0,14.7,751,98.8,156,1305,1271,1771,12.6,3.0
0.0,0.0,0,100.0,0,8,0,0,0.0,2.8
0.0,0.0,0,100.0,0,21,0,0,0.0,2.8
0.1,24.4,722,99.8,152,2603,1260,2356,12.3,3.0
0.0,14.9,425,99.8,150,743,706,1464,13.6,2.9
0.1,23.4,724,99.9,153,1478,1444,1948,15.7,3.1
0.0,0.0,0,100.0,0,28,0,0,0.0,2.8
0.0,0.0,0,100.0,0,21,0,0,0.0,2.8
0.0,5.1,486,96.3,130,139,38,1000,5.8,2.8
0.0,10.2,652,97.9,151,480,436,1331,13.4,2.8
0.0,0.0,0,100.0,0,50,0,0,0.0,2.8
0.0,12.7,583,99.3,147,507,474,1331,13.3,2.8
0.0,13.8,626,96.7,147,289,235,1210,11.0,2.8
0.0,15.2,641,99.3,149,1019,983,1610,12.7,3.0
0.0,20.2,581,99.0,141,234,193,1100,14.5,2.8
0.0,19.3,614,97.9,143,666,631,1464,13.6,2.9
0.0,9.5,468,98.6,133,619,562,1464,14.2,2.8
0.0,15.7,729,97.6,155,422,400,1331,11.7,2.8
0.0,0.0,0,100.0,0,21,0,0,0.0,2.8
0.0,0.0,0,100.0,0,20,0,0,0.0,2.8
0.0,17.2,699,96.6,155,181,143,1100,9.9,2.8
0.1,25.5,769,100.0,157,2682,1450,2356,12.1,3.0
0.0,11.1,511,94.6,129,72,28,1000,4.5,2.8
0.0,0.0,0,100.0,0,89,0,0,0.0,2.8
0.0,7.5,499,96.0,131,92,58,1000,6.5,2.8
0.0,0.0,0,100.0,0,40,0,0,0.0,2.8
0.0,0.0,0,100.0,0,29,0,0,0.0,2.8
0.0,14.0,644,96.6,151,470,442,1331,13.2,2.8
0.1,20.9,735,99.2,153,2210,2179,2356,12.5,3.2
0.0,14.7,682,96.1,153,193,186,1100,10.4,2.8
0.0,14.7,751,98.8,156,1305,1271,1771,12.6,3.0
0.0,0.0,0,100.0,0,29,0,0,0.0,2.8
0.0,21.9,646,99.3,151,815,783,1610,12.8,2.9
0.0,12.7,583,99.3,147,507,474,1331,13.3,2.8
0.0,16.9,543,99.5,154,1080,1011,1771,14.2,3.0
0.1,23.4,724,99.9,153,1478,1444,1948,15.7,3.1
0.0,17.3,649,96.7,149,291,274,1210,12.6,2.8
0.1,19.9,714,99.2,151,2161,2122,2356,11.5,3.2
0.0,16.3,667,99.1,149,719,702,1464,13.1,2.9
0.0,12.7,583,99.3,147,507,474,1331,13.3,2.8
0.0,12.6,279,98.8,145,780,703,1610,14.9,2.9
0.0,23.7,705,99.7,154,1095,1059,1771,14.7,3.0
0.0,17.3,649,96.7,149,291,274,1210,12.6,2.8
0.0,10.4,555,98.4,142,249,198,1100,12.4,2.8
0.0,21.7,755,99.4,158,1295,1282,1771,13.4,3.1
0.0,0.0,0,100.0,0,61,0,0,0.0,2.8
0.0,14.9,425,99.8,150,743,706,1464,13.6,2.9
0.0,14.9,425,99.8,150,743,706,1464,13.6,2.9
0.1,15.3,543,99.6,146,1687,1426,1948,14.8,3.0
0.0,14.7,600,99.9,151,861,834,1610,13.7,3.0
0.1,24.4,722,99.8,152,2603,1260,2356,12.3,3.0
0.0,7.8,667,91.6,151,63,45,1000,4.4,2.8
0.0,16.5,618,98.6,149,433,401,1331,11.8,2.8
0.0,23.7,705,99.7,154,1095,1059,1771,14.7,3.0
0.0,14.7,751,98.8,156,1305,1271,1771,12.6,3.0
0.0,10.3,584,98.6,144,224,173,1100,11.8,2.8
0.0,14.3,528,99.4,141,550,500,1331,13.5,2.9
0.0,14.5,713,98.4,151,777,743,1610,13.7,2.9
0.0,0.0,0,100.0,0,4,0,0,0.0,2.8
0.0,7.8,667,91.6,151,63,45,1000,4.4,2.8
0.0,20.1,745,99.7,157,1109,1078,1771,11.7,3.0
0.0,0.0,0,100.0,0,90,0,0,0.0,2.8
0.0,0.0,0,100.0,0,44,0,0,0.0,2.8
0.0,16.2,685,98.0,151,403,380,1331,12.4,2.8
0.0,0.0,0,100.0,0,20,0,0,0.0,2.8
0.0,15.4,614,99.4,140,1387,1333,1948,13.2,3.0
0.0,12.0,655,96.9,150,338,293,1210,11.9,2.8
0.0,17.3,649,96.7,149,291,274,1210,12.6,2.8
0.0,11.4,795,96.9,159,546,532,1464,9.8,2.9
0.0,14.7,600,99.9,151,861,834,1610,13.7,3.0
0.1,18.4,644,99.8,146,2329,2236,2356,12.3,3.2
0.0,14.3,528,99.4,141,550,500,1331,13.5,2.9
0.0,0.0,0,100.0,0,5,0,0,0.0,2.8
0.0,10.2,652,97.9,151,480,436,1331,13.4,2.8
0.0,19.3,614,97.9,143,666,631,1464,13.6,2.9
0.0,14.7,600,99.9,151,861,834,1610,13.7,3.0
0.0,0.0,0,100.0,0,44,0,0,0.0,2.8
0.1,18.1,701,99.5,152,1993,1922,2142,13.1,3.1
0.0,0.0,0,100.0,0,21,0,0,0.0,2.8
0.1,15.3,543,99.6,146,1687,1426,1948,14.8,3.0
0.0,0.0,0,100.0,0,55,0,0,0.0,2.8
0.0,14.9,714,97.7,154,464,438,1331,12.7,2.8
0.0,14.7,594,99.3,146,970,901,1610,13.8,2.9
0.1,15.3,543,99.6,146,1687,1426,1948,14.8,3.0
0.0,14.0,644,96.6,151,470,442,1331,13.2,2.8
0.0,16.0,624,99.5,146,521,469,1331,14.5,2.9
0.1,20.1,745,99.7,157,1109,1078,1771,11.7,3.0
0.0,9.6,614,98.4,143,337,300,1210,13.2,2.8
0.0,0.0,0,100.0,0,6,0,0,0.0,2.8
0.0,8.0,574,96.9,143,137,91,1100,7.4,2.8
0.0,9.3,389,98.6,110,155,97,1100,11.6,2.8
0.0,12.6,279,98.8,145,780,703,1610,14.9,2.9
0.0,10.5,534,99.4,132,339,309,1210,14.8,2.8
0.0,14.9,714,97.7,154,464,438,1331,12.7,2.8
0.0,15.3,543,99.6,146,1687,1426,1948,14.8,3.0
0.0,0.0,0,100.0,0,29,0,0,0.0,2.8
0.0,0.0,0,100.0,0,73,0,0,0.0,2.8
0.0,9.6,614,98.4,143,337,300,1210,13.2,2.8
0.0,16.3,667,99.1,149,719,702,1464,13.1,2.9
0.0,0.0,0,100.0,0,155,0,0,0.0,2.8
0.1,15.3,543,99.6,146,1687,1426,1948,14.8,3.0
0.0,3.4,458,95.0,130,112,9,1000,2.0,2.8
0.0,13.4,590,99.1,142,423,351,1210,14.2,2.8
0.0,0.0,0,100.0,0,73,0,0,0.0,2.8
0.0,11.4,665,98.1,152,378,335,1210,11.4,2.8
0.0,16.2,685,98.0,151,403,380,1331,12.4,2.8
0.0,0.0,0,100.0,0,77,0,0,0.0,2.8
0.0,19.4,672,99.5,151,1490,1441,1948,12.0,3.0
0.0,20.0,678,98.9,152,815,796,1610,11.8,2.9
0.0,17.3,649,96.7,149,291,274,1210,12.6,2.8
0.0,0.0,0,100.0,0,55,0,0,0.0,2.8
0.0,0.0,0,100.0,0,15,0,0,0.0,2.8
0.0,0.0,0,100.0,0,15,0,0,0.0,2.8
0.0,11.3,446,95.9,154,271,255,1210,10.6,2.8
0.0,16.0,624,99.5,146,521,469,1331,14.5,2.9
0.0,9.5,686,95.8,153,147,120,1100,9.9,2.8
0.0,14.7,600,99.9,151,861,834,1610,13.7,3.0
0.0,14.9,425,99.8,150,743,706,1464,13.6,2.9
0.0,16.0,624,99.5,146,521,469,1331,14.5,2.9
0.0,13.8,568,99.6,138,693,669,1464,14.8,2.9
0.0,7.5,499,96.0,131,92,58,1000,6.5,2.8
0.1,18.4,644,99.8,146,2329,2236,2356,12.3,3.2
0.0,0.0,0,100.0,0,28,0,0,0.0,2.8
0.0,21.8,764,98.1,157,1041,1031,1771,11.6,3.0
0.0,16.2,657,99.1,151,494,444,1331,11.4,2.9
0.0,17.3,649,96.7,149,291,274,1210,12.6,2.8
0.0,15.4,614,99.4,140,1387,1333,1948,13.2,3.0
0.0,11.4,665,98.1,152,378,335,1210,11.4,2.8
0.0,16.2,685,98.0,151,403,380,1331,12.4,2.8
0.0,15.4,614,99.4,140,1387,1333,1948,13.2,3.0
0.0,13.4,687,97.9,150,305,288,1210,12.3,2.8
0.0,0.0,0,100.0,0,29,0,0,0.0,2.8
0.0,19.2,748,99.5,154,1370,1329,1948,12.7,3.0
0.0,0.0,0,100.0,0,155,0,0,0.0,2.8
0.0,0.0,0,100.0,0,21,0,0,0.0,2.8
0.0,14.7,682,96.1,153,193,186,1100,10.4,2.8
0.0,9.0,662,91.8,147,139,128,1100,9.1,2.8
0.0,20.2,581,99.0,141,234,193,1100,14.5,2.8
0.0,21.0,635,98.8,148,658,651,1464,13.5,2.9
0.0,0.0,0,100.0,0,56,0,0,0.0,2.8
0.0,9.5,468,98.6,133,619,562,1464,14.2,2.8
0.0,0.0,0,100.0,0,20,0,0,0.0,2.8
0.0,20.2,581,99.0,141,234,193,1100,14.5,2.8
0.0,0.0,0,100.0,0,4,0,0,0.0,2.8
0.0,0.0,0,100.0,0,24,0,0,0.0,2.8
0.0,14.1,700,99.2,153,376,374,1331,12.3,2.8
0.0,11.4,665,98.1,152,378,335,1210,11.4,2.8
0.0,21.7,755,99.4,158,1295,1282,1771,13.4,3.1
0.0,14.1,700,99.2,153,376,374,1331,12.3,2.8
0.0,10.3,584,98.6,144,224,173,1100,11.8,2.8
0.0,0.0,0,100.0,0,56,0,0,0.0,2.8
0.0,21.7,755,99.4,158,1295,1282,1771,13.4,3.1
0.0,0.0,0,100.0,0,77,0,0,0.0,2.8
0.0,0.0,0,100.0,0,55,0,0,0.0,2.8
0.0,21.9,646,99.3,151,815,783,1610,12.8,2.9
0.0,0.0,0,100.0,0,20,0,0,0.0,2.8
0.0,13.8,511,99.0,145,231,201,1210,12.4,2.8
0.0,9.5,468,98.6,133,619,562,1464,14.2,2.8
0.0,19.3,614,97.9,143,666,631,1464,13.6,2.9
0.0,9.3,389,98.6,110,155,97,1100,11.6,2.8
0.0,0.0,0,100.0,0,56,0,0,0.0,2.8
0.0,12.0,655,96.9,150,338,293,1210,11.9,2.8
0.0,0.0,0,100.0,0,89,0,0,0.0,2.8
0.0,0.0,0,100.0,0,15,0,0,0.0,2.8
0.0,7.5,499,96.0,131,92,58,1000,6.5,2.8
0.0,19.4,672,99.5,151,1490,1441,1948,12.0,3.0
0.0,7.8,667,91.6,151,63,45,1000,4.4,2.8
0.0,14.1,700,99.2,153,376,374,1331,12.3,2.8
0.0,0.0,0,100.0,0,20,0,0,0.0,2.8
0.1,15.3,543,99.6,146,1687,1426,1948,14.8,3.0
0.0,0.0,0,100.0,0,56,0,0,0.0,2.8
0.0,20.0,678,98.9,152,815,796,1610,11.8,2.9
0.0,13.4,687,97.9,150,305,288,1210,12.3,2.8
0.0,22.0,661,99.6,150,1227,1184,1771,13.7,3.0
0.0,20.1,745,99.7,157,1109,1078,1771,11.7,3.0
0.0,0.0,0,100.0,0,56,0,0,0.0,2.8
0.0,0.0,0,100.0,0,155,0,0,0.0,2.8
0.0,19.7,676,97.3,152,297,287,1210,10.0,2.8
0.0,0.0,0,100.0,0,50,0,0,0.0,2.8
0.0,13.4,590,99.1,142,423,351,1210,14.2,2.8
0.0,15.2,641,99.3,149,1019,983,1610,12.7,3.0
0.0,14.1,700,99.2,153,376,374,1331,12.3,2.8
0.1,24.4,722,99.8,152,2603,1260,2356,12.3,3.0
0.0,13.4,590,99.1,142,423,351,1210,14.2,2.8
0.0,13.8,626,96.7,147,289,235,1210,11.0,2.8
0.0,0.0,0,100.0,0,15,0,0,0.0,2.8
0.1,19.2,748,99.5,154,1370,1329,1948,12.7,3.0
0.0,0.0,0,100.0,0,21,0,0,0.0,2.8
0.0,13.8,626,96.7,147,289,235,1210,11.0,2.8
0.0,10.2,652,97.9,151,480,436,1331,13.4,2.8
0.0,13.4,687,97.9,150,305,288,1210,12.3,2.8
0.0,20.1,687,99.5,150,859,831,1610,13.0,2.9
0.0,0.0,0,100.0,0,155,0,0,0.0,2.8
0.0,17.3,649,96.7,149,291,274,1210,12.6,2.8
0.0,21.7,755,99.4,158,1295,1282,1771,13.4,3.1
0.0,21.6,78,100.0,151,387,332,1210,13.8,2.9
0.0,17.3,649,96.7,149,291,274,1210,12.6,2.8
0.1,24.4,722,99.8,152,2603,1260,2356,12.3,3.0
0.0,16.9,543,99.5,154,1080,1011,1771,14.2,3.0
0.0,13.4,687,97.9,150,305,288,1210,12.3,2.8
0.0,16.9,543,99.5,154,1080,1011,1771,14.2,3.0
0.0,12.7,583,99.3,147,507,474,1331,13.3,2.8
0.0,0.0,0,100.0,0,77,0,0,0.0,2.8
0.0,19.7,676,97.3,152,297,287,1210,10.0,2.8
0.0,16.6,733,99.0,155,693,684,1464,11.9,2.9
0.0,10.3,584,98.6,144,224,173,1100,11.8,2.8
0.0,11.3,446,95.9,154,271,255,1210,10.6,2.8
0.0,11.1,511,94.6,129,72,28,1000,4.5,2.8
0.0,16.6,733,99.0,155,693,684,1464,11.9,2.9
0.0,16.5,618,98.6,149,433,401,1331,11.8,2.8
0.0,0.0,0,100.0,0,15,0,0,0.0,2.8
0.0,14.7,600,99.9,151,861,834,1610,13.7,3.0
0.0,0.0,0,100.0,0,21,0,0,0.0,2.8
0.0,13.4,590,99.1,142,423,351,1210,14.2,2.8
0.0,9.6,614,98.4,143,337,300,1210,13.2,2.8
0.0,0.0,0,100.0,0,155,0,0,0.0,2.8
0.0,15.3,543,99.6,146,1687,1426,1948,14.8,3.0
0.0,20.2,581,99.0,141,234,193,1100,14.5,2.8
0.0,9.3,389,98.6,110,155,97,1100,11.6,2.8
0.0,10.4,555,98.4,142,249,198,1100,12.4,2.8
0.0,0.0,0,100.0,0,7,0,0,0.0,2.8
0.0,16.5,618,98.6,149,433,401,1331,11.8,2.8
0.0,0.0,0,100.0,0,40,0,0,0.0,2.8
0.0,12.9,637,98.8,149,387,348,1331,14.0,2.8
0.0,20.1,687,99.5,150,859,831,1610,13.0,2.9
0.0,21.7,755,99.4,158,1295,1282,1771,13.4,3.1
0.0,10.3,584,98.6,144,224,173,1100,11.8,2.8
0.0,0.0,0,100.0,0,39,0,0,0.0,2.8
0.1,20.9,735,99.2,153,2210,2179,2356,12.5,3.2
0.0,13.8,730,97.7,156,203,187,1100,10.9,2.8
0.0,15.7,729,97.6,155,422,400,1331,11.7,2.8
0.0,16.6,733,99.0,155,693,684,1464,11.9,2.9
0.0,0.0,0,100.0,0,8,0,0,0.0,2.8
0.0,15.7,729,97.6,155,422,400,1331,11.7,2.8
0.0,17.3,649,96.7,149,291,274,1210,12.6,2.8
0.0,9.6,614,98.4,143,337,300,1210,13.2,2.8
0.0,13.8,568,99.6,138,693,669,1464,14.8,2.9
0.0,11.1,511,94.6,129,72,28,1000,4.5,2.8
0.0,13.4,590,99.1,142,423,351,1210,14.2,2.8
0.0,14.0,644,96.6,151,470,442,1331,13.2,2.8
0.0,0.0,0,100.0,0,7,0,0,0.0,2.8
0.0,11.1,511,94.6,129,72,28,1000,4.5,2.8
0.0,0.0,0,100.0,0,50,0,0,0.0,2.8
0.0,14.1,700,99.2,153,376,374,1331,12.3,2.8
0.0,10.2,652,97.9,151,480,436,1331,13.4,2.8
0.1,24.4,722,99.8,152,2603,1260,2356,12.3,3.0
0.0,20.2,581,99.0,141,234,193,1100,14.5,2.8
0.0,15.3,543,99.6,146,1687,1426,1948,14.8,3.0
0.0,9.3,389,98.6,110,155,97,1100,11.6,2.8
0.0,6.6,425,96.6,130,205,151,1100,10.2,2.8
0.0,11.4,616,96.4,143,190,165,1100,12.2,2.8
0.0,0.0,0,100.0,0,28,0,0,0.0,2.8
0.0,10.3,584,98.6,144,224,173,1100,11.8,2.8
0.0,20.2,581,99.0,141,234,193,1100,14.5,2.8
0.1,22.2,705,99.0,152,2059,1999,2142,12.1,3.1
0.0,10.2,652,97.9,151,480,436,1331,13.4,2.8
0.1,16.9,543,99.5,154,1080,1011,1771,14.2,3.0
0.0,3.4,458,95.0,130,112,9,1000,2.0,2.8
0.0,10.4,555,98.4,142,249,198,1100,12.4,2.8
0.0,0.0,0,100.0,0,73,0,0,0.0,2.8
0.0,0.0,0,100.0,0,58,0,0,0.0,2.8
0.0,14.5,713,98.4,151,777,743,1610,13.7,2.9
0.0,14.3,528,99.4,141,550,500,1331,13.5,2.9
0.0,10.4,555,98.4,142,249,198,1100,12.4,2.8
0.0,0.0,0,100.0,0,20,0,0,0.0,2.8
0.0,20.0,678,98.9,152,815,796,1610,11.8,2.9
0.0,0.0,0,100.0,0,89,0,0,0.0,2.8
0.0,21.7,755,99.4,158,1295,1282,1771,13.4,3.1
0.0,10.8,429,99.4,134,233,173,1100,14.3,2.8
0.0,9.5,597,94.3,145,131,117,1100,9.0,2.8
0.0,13.8,511,99.0,145,231,201,1210,12.4,2.8
0.0,0.0,0,100.0,0,77,0,0,0.0,2.8
0.1,19.9,714,99.2,151,2161,2122,2356,11.5,3.2
0.0,14.7,594,99.3,146,970,901,1610,13.8,2.9
0.1,18.4,644,99.8,146,2329,2236,2356,12.3,3.2
0.0,21.7,755,99.4,158,1295,1282,1771,13.4,3.1
0.0,16.2,685,98.0,151,403,380,1331,12.4,2.8
0.0,14.1,700,99.2,153,376,374,1331,12.3,2.8
0.0,16.5,618,98.6,149,433,401,1331,11.8,2.8
0.0,16.9,543,99.5,154,1080,1011,1771,14.2,3.0
0.0,16.3,667,99.1,149,719,702,1464,13.1,2.9
0.0,6.6,425,96.6,130,205,151,1100,10.2,2.8
0.0,14.7,682,96.1,153,193,186,1100,10.4,2.8
0.0,20.1,687,99.5,150,859,831,1610,13.0,2.9
0.0,21.6,78,100.0,151,387,332,1210,13.8,2.9
0.0,0.0,0,100.0,0,15,0,0,0.0,2.8
0.0,11.4,665,98.1,152,378,335,1210,11.4,2.8
